Магазин;Координаты;Дата и время;Товар;Производитель;Номер карты;Количество;Цена
Твоё;59.93959, 30.417489;2024-01-18T09:50;рубашка;gap;5112 2326 9658 7998;5;13985
Гипер Лента;60.029599, 30.238926;2024-03-18T09:34;вода;PepsiCo;4377 7354 6301 3435;3;192
Пятёрочка;59.904705, 30.325356;2024-05-31T10:55;индейка;Tyson;2200 5684 4145 7187;5;2085
Пятёрочка;59.904705, 30.325356;2024-08-20T15:16;молоко 3.2%;Агуша;2200 5699 8712 4106;3;174
Rendez-Vous;60.091047, 30.381047;2024-04-24T09:05;пуховик;napapijri;2200 5611 1091 1714;1;86627
Эльдорадо;59.735932, 30.471622;2024-12-14T09:07;усилитель;sony;4986 2943 6034 1963;6;221172
Wildberries;59.934578, 30.29815;2024-07-27T15:11;джинсы;wrangler;2200 5682 5458 7215;2;12830
Промышленный Парк на Дерибасовской;59.91021, 30.674502;2024-08-05T12:58;усилитель;jvc;4306 4361 7633 6342;2;22050
Ситилинк;59.702209, 30.381498;2024-10-08T12:41;колонки;marshall;2200 5613 5203 6910;2;39062
М.Видео;59.859074, 30.248668;2024-02-19T07:19;часы;realme;2200 5699 4499 8577;7;34335
Перекрёсток;59.971116, 30.38625;2024-09-24T10:00;кетчуп;Махеевъ;2202 2019 1481 4469;7;994
Спортмастер;59.946532, 30.474609;2024-07-23T19:09;галстук;gucci;2200 7044 3593 2525;1;14640
Гипер Лента;60.029599, 30.238926;2024-06-13T16:51;консервированные овощи;Бондюэль;4306 4341 2735 6145;7;1064
Перекрёсток;59.953537, 30.219914;2024-04-13T12:26;масло;Простоквашино;2200 5628 9716 4492;1;76
Wildberries;59.947194, 30.27761;2024-08-03T16:54;футболка;under armour;5228 6065 2273 2895;4;9212
Промышленный Парк;59.908827, 30.74131;2024-04-11T16:10;утюг;toshiba;2200 5686 1957 7532;6;19902
Глобус;59.969676, 30.338688;2024-11-25T10:00;мюсли;Kellogg's;2202 2094 5385 4022;4;580
DNS;59.99765, 29.765664;2024-10-08T14:53;усилитель;sony;4306 4329 5346 2587;2;70240
DNS;59.864412, 30.47255;2024-08-04T20:16;часы;honor;5112 2321 7051 9820;7;35868
Твоё;59.911245, 30.446169;2024-01-09T15:02;кроссовки;adidas;2200 5699 4488 3646;6;39384
Эльдорадо;60.02228, 30.225802;2024-08-05T16:24;колонки;sony;5228 6093 4630 1530;4;75284
Перекрёсток;60.072069, 30.340344;2024-09-25T17:17;батончики;Nestle;2200 5618 6729 9223;6;600
Красное&Белое;59.927196, 30.413036;2024-10-14T13:15;шоколад;Марс;2200 5626 2876 9313;2;450
Эльдорадо;59.825124, 30.380673;2024-09-25T14:04;ноутбук;lenovo;2200 7088 3787 7473;5;156905
Стокманн;59.891942, 30.511991;2024-05-22T10:47;ботинки;dr. martens;5228 6010 2412 9292;4;35648
Приневский технопарк;59.906204, 30.58371;2024-07-01T19:20;наушники;vivo;2200 5625 4263 1107;2;5010
Ситилинк;59.836205, 30.342154;2024-02-13T17:57;модем;tp-link;2200 5664 1028 5511;5;14285
Перекрёсток;60.006246, 30.210435;2024-09-16T15:56;батончики;Kellogg's;5228 6081 6454 6426;4;520
Супер Лента;59.94089, 30.390384;2024-03-27T18:56;шоколад;Рот Фронт;5211 9415 6685 3339;2;442
Гипер Лента;60.031442, 30.435033;2024-10-07T17:56;йогурт;Простоквашино;2200 5612 9195 8256;1;49
ВкусВилл;59.858408, 30.195376;2024-01-15T19:13;батончики;Quaker;2200 5671 7969 9203;6;864
Ситилинк;59.916225, 30.512302;2024-09-22T17:56;телевизор;sharp;4377 7372 3825 7138;6;129612
Супер Лента;60.066472, 30.337534;2024-04-29T09:33;вода;Coca-Cola;5211 9483 8147 4208;1;56
Спортмастер Pro;60.003644, 30.301632;2024-02-04T11:54;кепка;nike;2200 4036 7968 8723;4;5732
Перекрёсток;59.869137, 30.158605;2024-02-15T09:13;масло;Чудо;2202 2054 7790 3497;7;385
Гипер Лента;59.89798, 30.333871;2024-04-15T14:39;индейка;Tyson;2200 5685 7652 2428;6;2586
Яндекс Маркет;59.881202, 30.316347;2024-05-02T14:03;куртка;timberland;2200 5651 6062 9576;4;53268
Красное&Белое;59.928903, 30.324819;2024-08-21T07:32;пюре;Агуша;5112 2330 8839 2582;5;290
Ситилинк;59.916191, 30.309242;2024-03-29T08:32;фотоаппарат;leica;4986 2961 8579 4744;4;749308
Технопарк Мариенбург;59.560797, 30.056121;2024-11-04T20:36;наушники;beats;2202 2030 8734 9645;7;79653
Эльдорадо;59.825124, 30.380673;2024-02-13T16:18;объектив;leica;5112 2318 4741 3355;6;236688
Красное&Белое;59.913808, 30.296493;2024-01-11T13:50;индейка;Tyson;5211 9449 2983 8097;1;414
ВкусВилл;59.936192, 30.348422;2024-01-27T13:01;конфеты;Nestle;2200 4072 5327 1676;3;342
Перекрёсток;59.949127, 30.233702;2024-04-19T14:26;хлопья;Post;2200 7078 9936 1487;3;603
Спортмастер;59.932782, 30.438477;2024-05-19T12:45;рубашка;h&m;2200 5652 9384 1239;5;8070
Звезда;59.85022, 30.459639;2024-12-29T19:01;компьютер;lenovo;2200 5667 4009 5617;2;89966
Магнит;59.90816, 30.26396;2024-01-05T12:02;батончики;Nestle;2200 5692 4820 7748;5;845
Гипер Лента;60.074949, 30.272381;2024-04-10T20:54;специи;Русский продукт;2200 7053 6600 7730;7;735
Гипер Лента;60.074949, 30.272381;2024-08-01T13:17;шоколад;Nestle;2200 5691 3368 7464;3;708
Яндекс Маркет;59.934748, 30.336905;2024-04-22T09:25;масло;Село Зеленое;2200 5684 9260 5812;4;252
Пятёрочка;59.942854, 30.378972;2024-06-03T07:52;соусы;McCormick;2200 5672 1787 8287;3;378
Мини Лента;59.899934, 30.272266;2024-12-27T16:32;масло;Савушкин продукт;2200 7023 5998 8257;6;306
Магнит;59.935922, 30.372347;2024-07-12T18:00;молоко 3.2%;Простоквашино;4377 7385 8948 6640;3;222
Магнит;59.92881, 30.260214;2024-08-30T09:26;сыр;Президент;2200 5614 6805 1551;2;406
Яндекс Маркет;59.909549, 30.347372;2024-11-25T13:40;напитки;Очаково;4306 4330 2933 3804;4;224
DNS;60.036834, 30.345854;2024-01-18T18:02;монитор;msi;5112 2390 4615 8427;6;83076
Яндекс Маркет;59.913424, 30.286484;2024-03-26T11:04;ботинки;the north face;4306 4368 8761 8967;1;6973
Эльдорадо;60.08961, 30.381524;2024-11-16T17:25;наушники беспроводные;huawei;5112 2377 7348 5964;7;60739
Твоё;59.853142, 30.339315;2024-02-25T12:30;шорты;new balance;5112 2352 5223 7690;3;10263
Спортмастер;59.987288, 30.354466;2024-04-13T10:18;рубашка;muji;2200 7078 3058 8456;4;8448
Красное&Белое;59.926878, 30.347785;2024-08-10T10:32;хлопья;Здорово;2200 5643 5584 6041;3;522
Яндекс Маркет;59.916968, 30.283297;2024-10-29T10:38;куртка;stradivarius;2202 2061 8233 9334;4;25296
Гипер Лента;59.934487, 30.497015;2024-08-17T09:51;масло;Волоконовское;2200 5611 6295 8285;5;355
ВкусВилл;59.938905, 30.376301;2024-05-11T07:50;мюсли;Nestle;2200 7088 9277 7208;3;600
Гипер Лента;59.841239, 30.48442;2024-09-07T18:24;десерты;Lindt;2202 2096 7074 8872;2;430
Finn Flare;59.946738, 30.474828;2024-11-03T17:44;футболка;puma;4986 2919 9899 3075;4;9520
DNS;59.929048, 30.347312;2024-06-29T15:25;монитор;hp;2200 5642 1581 2455;5;59305
Спортмастер;60.016929, 30.246609;2024-04-18T18:39;джинсы;h&m;5389 9435 7429 1632;3;12135
Эльдорадо;59.94586, 30.480871;2024-05-29T09:50;проигрыватель;pioneer;2200 7051 5709 4533;3;81711
Яндекс Маркет;59.928934, 30.372426;2024-06-01T16:21;кефир;Простоквашино;2200 5628 2456 2762;1;39
Магнит;59.90816, 30.26396;2024-09-27T18:42;пюре;Nestle;4306 4311 3675 3863;6;822
Перекрёсток;60.006246, 30.210435;2024-11-16T19:15;молоко;Parmalat;5112 2351 4239 6724;3;111
М.Видео;59.977066, 30.317384;2024-01-09T19:18;фотоаппарат;nikon;2200 5615 7895 5895;3;175620
restore:;59.927591, 30.360196;2024-04-12T13:31;телевизор;sony;2200 5676 3300 8436;7;196931
Пятёрочка;59.961332, 30.307346;2024-08-31T12:29;напитки;Балтика;2200 5615 8734 9710;5;395
Гипер Лента;59.724489, 30.083939;2024-11-27T16:39;конфеты;Ferrero;2200 5611 9029 7194;3;687
Пятёрочка;59.804585, 30.078572;2024-09-09T14:00;хлопья;Kellogg's;5112 2382 1692 3485;3;555
Красное&Белое;59.931798, 30.368806;2024-11-30T07:55;творог;Милград;2200 5643 9425 7620;4;424
Глобус;59.980035, 30.40809;2024-02-06T08:32;творог обезжиренный;Чудо;2200 5632 7344 1005;2;102
Wildberries;59.923514, 30.353113;2024-05-31T12:31;поло;tommy hilfiger;2200 5680 8817 4798;2;11260
Ашан Сити;59.990167, 30.25689;2024-05-08T17:11;сыр;Danone;4039 3371 8434 2810;2;388
М.Видео;59.826062, 30.316201;2024-12-22T14:29;фитнес-трекер;garmin;5112 2342 6794 1293;7;52339
Яндекс Маркет;59.881202, 30.316347;2024-05-19T12:23;масло;Бежин луг;2200 4084 3268 5831;3;198
Яндекс Маркет;59.967813, 30.301352;2024-11-24T12:56;туфли;armani;2200 5698 5068 1378;2;73120
Красное&Белое;59.918165, 30.290485;2024-06-27T14:50;творог обезжиренный;Валио;5228 6010 5485 2949;6;246
Магнит;59.938315, 30.240457;2024-03-27T12:24;кефир;ЭкоНива;2200 5661 6918 1199;2;150
Эльдорадо;60.052467, 30.331196;2024-09-17T16:49;адаптер;netgear;2200 5638 8020 9679;7;13496
Wildberries;59.90495, 30.671914;2024-03-19T07:29;рубашка;gap;5389 9484 4766 4667;6;12702
Красное&Белое;59.962695, 30.324192;2024-06-13T18:54;сметана;Простоквашино;2200 4081 9107 9004;7;294
DNS;59.864412, 30.47255;2024-10-20T13:08;наушники;denon;5112 2367 5754 6737;3;24177
DNS;59.827715, 30.317253;2024-02-10T11:42;саундбар;sennheiser;2200 4079 5040 5164;4;132684
Finn Flare;59.849057, 30.144838;2024-08-02T17:07;пальто;h&m;2200 5619 9866 5964;6;44610
Ситилинк;60.038659, 30.221821;2024-11-07T08:49;камера;sony;4377 7374 8864 7357;3;67125
Красное&Белое;59.931798, 30.368806;2024-12-24T19:02;творог;Домик в деревне;4039 3399 2869 1007;2;112
Яндекс Маркет;59.937145, 30.277776;2024-03-11T16:05;молоко;Молочная культура;2200 5679 3273 6451;2;64
Магнит;59.939108, 30.284758;2024-01-22T16:08;йогурт;Yoplait;5112 2372 3016 6116;7;805
Яндекс Маркет;59.999764, 30.216236;2024-10-23T11:37;футболка;the north face;5228 6044 8206 2676;6;10206
ВкусВилл;59.944576, 30.358772;2024-06-14T14:13;творог;Простоквашино;5112 2333 9663 9185;2;108
Яндекс Маркет;59.907497, 30.319287;2024-07-12T15:46;куртка;salomon;5112 2376 7946 3918;2;28846
Wildberries;60.006029, 30.249375;2024-03-12T11:42;футболка;lacoste;4986 2917 5161 6403;6;18690
Пятёрочка;59.804585, 30.078572;2024-05-22T15:55;шоколад;Nestle;4306 4326 9074 1101;5;710
DNS;59.966019, 30.312325;2024-02-23T08:17;штатив;leica;4306 4383 5811 4552;3;31794
Твоё;59.864009, 30.403246;2024-06-17T17:16;куртка;salomon;5228 6026 4535 2340;4;64784
Яндекс Маркет;60.003822, 30.295844;2024-03-22T18:54;брюки;merrell;4986 2946 3420 7200;4;22772
Спортмастер Pro;60.059624, 30.33443;2024-08-26T12:41;кеды;converse;2200 5649 3355 5242;6;27024
Wildberries;59.941395, 30.350564;2024-09-13T09:47;бейсболка;new era;2200 4092 9380 3850;6;8508
Красное&Белое;59.920715, 30.2826;2024-01-15T14:10;пиво;Очаково;2200 5621 8562 6366;5;360
Сбермаркет;59.819636, 30.316447;2024-04-08T16:47;сыр;Activia;2200 5681 4577 2944;3;486
Ситилинк;60.145061, 30.21064;2024-12-27T11:12;процессор;intel;2200 5667 3363 2091;1;21632
DNS;60.052806, 30.425923;2024-08-04T19:56;монитор;lenovo;4306 4375 6133 5516;5;60020
Спортмастер;59.894882, 30.516501;2024-07-22T12:45;костюм;versace;2200 5620 7622 3192;4;24720
Эльдорадо;59.582257, 30.148152;2024-05-01T10:10;наушники;sony;2200 5637 1061 3970;7;75110
Магнит;59.970901, 30.346574;2024-11-21T18:38;творог;Простоквашино;2200 5633 2731 8702;7;266
Магнит;59.988972, 30.311478;2024-12-12T16:21;хлопья;Kellogg's;2200 5625 7608 3725;1;237
Перекрёсток;59.949127, 30.233702;2024-04-20T10:57;соки;PepsiCo;2200 5619 6400 1977;6;570
Пятёрочка;59.930595, 30.243763;2024-10-21T20:42;сметана;Рузское;5211 9493 7278 2579;4;156
ВкусВилл;59.950637, 30.263377;2024-05-19T13:43;кетчуп;Kraft;4377 7357 2437 4795;1;108
Пятёрочка;59.922217, 30.280803;2024-10-17T15:39;йогурт;Danone;2200 4044 6294 4608;4;292
О'кей;60.083376, 29.954899;2024-03-31T17:30;соки;PepsiCo;2202 2072 7941 2118;6;768
Перекрёсток;59.832724, 30.415057;2024-08-14T19:39;десерты;Nestle;5112 2346 8413 9377;3;618
Глобус;60.07316, 30.343366;2024-07-30T10:00;горчица;Heinz;2200 4017 2721 1785;4;436
DNS;59.999035, 30.366192;2024-01-12T10:15;фотоаппарат;nikon;2200 5687 9530 2074;6;395952
DNS;59.840125, 30.114265;2024-07-01T09:33;колонки;denon;2200 5675 2321 9794;7;106757
Wildberries;59.928533, 30.314139;2024-07-10T13:21;пальто;versace;5112 2352 7771 4877;6;698742
Стокманн;59.849335, 30.145502;2024-01-30T19:13;туфли;yves saint laurent;5112 2324 8159 9403;2;108904
DNS;60.165589, 30.18493;2024-05-10T16:14;адаптер;tp-link;2200 5627 7193 3934;4;6688
Азбука вкуса;60.04879, 30.314295;2024-10-23T10:13;суп;Bonduelle;5389 9417 8501 5575;4;516
restore:;60.033526, 30.367769;2024-07-26T10:21;колонки;jbl;2202 2051 8411 1149;1;19235
Спортмастер;60.04835, 30.42522;2024-07-06T08:42;костюм;balmain;2200 5657 3093 6464;5;692460
Ситилинк мини;59.920592, 30.357117;2024-07-17T21:51;мышь;steelseries;2200 5657 7881 7354;2;5434
Wildberries;59.973965, 30.390726;2024-03-09T13:42;кепка;under armour;4039 3313 7567 4739;6;7020
Красное&Белое;59.922168, 30.30781;2024-02-28T17:06;кефир;Кубанский молочник;2200 5645 6898 2143;1;38
ВкусВилл;59.875384, 30.312626;2024-09-11T18:57;бекон;Добрыня;5112 2371 1959 1341;2;498
Ситилинк;60.036124, 30.345836;2024-05-31T18:20;штатив;leica;2200 5662 7199 5626;7;90454
Rendez-Vous;60.005396, 30.300374;2024-10-28T10:19;брюки;columbia;2200 4047 6682 4831;1;7629
Finn Flare;59.892357, 30.513396;2024-03-30T11:18;кеды;converse;2200 5663 9963 1350;7;25221
Гипер Лента;59.869494, 29.828101;2024-05-02T21:47;бекон;Валми;4306 4311 5966 8222;5;1695
Лента;60.072779, 30.344493;2024-10-16T17:17;курица;Tyson;5112 2329 7716 2586;3;1011
Ситилинк;59.907448, 29.77502;2024-06-25T15:15;фотоаппарат;fujifilm;2200 4039 9186 9334;1;54158
Ситилинк;59.999234, 30.360068;2024-08-16T15:35;монитор;sony;5389 9473 8929 8236;6;157632
Перекрёсток;59.810165, 30.368982;2024-08-29T16:40;масло;Савушкин продукт;5112 2326 2063 2571;6;372
Rendez-Vous;59.79258, 30.333326;2024-12-31T08:56;пальто;dolce & gabbana;2202 2014 9382 4255;6;647700
ВкусВилл;59.853333, 30.330313;2024-02-23T17:50;напитки;Очаково;2200 5636 3691 6469;2;114
Азбука вкуса;59.942178, 30.225444;2024-08-27T10:26;консервированные овощи;Бондюэль;2200 5688 7699 5401;2;282
Спортмастер;60.09053, 30.382694;2024-07-09T15:41;футболка;polo ralph lauren;4377 7382 5511 2604;7;19194
restore:;59.987391, 30.355066;2024-01-06T14:13;смартфон;apple;4306 4353 4017 8432;6;117144
Гипер Лента;60.047125, 30.315047;2024-04-26T11:47;ряженка;Danone;2200 5658 3465 5981;6;234
ВкусВилл;59.923901, 30.335424;2024-08-24T19:47;масло;Президент;4306 4354 2825 9570;7;1155
Пятёрочка;59.942282, 30.272288;2024-02-15T17:53;овсянка;Kellogg's;5112 2337 6087 6587;4;676
Эльдорадо;59.8319, 30.347168;2024-10-24T08:28;гарнитура;razer;4306 4340 5757 4443;2;12710
Красное&Белое;59.928654, 30.349752;2024-11-11T13:00;консервы;Bonduelle;2200 5658 6001 2048;3;735
Красное&Белое;59.909428, 30.307024;2024-09-13T18:22;молоко;Простоквашино;5112 2335 8604 7597;3;99
Эльдорадо;59.87033, 30.379202;2024-02-15T15:13;саундбар;samsung;2202 2078 8866 8713;4;39028
Гипер Лента;59.917223, 30.522065;2024-07-16T15:19;вода;Coca-Cola;5112 2350 7788 5276;2;100
Перекрёсток;59.84661, 30.24436;2024-04-27T19:35;макароны;Нестле;2200 5634 7081 6121;3;480
Твоё;60.007686, 30.259387;2024-04-26T12:13;кеды;vans;2200 5610 9950 5602;3;14601
Гипер Лента;60.061378, 30.392673;2024-04-14T10:48;йогурт;Валио;2200 7050 5649 6952;2;108
Супер Лента;59.966729, 30.282816;2024-07-05T11:02;хлопья;Nestle;2200 5690 7284 7358;3;582
Яндекс Маркет;59.999764, 30.216236;2024-09-27T19:47;пальто;zara;2200 4028 4946 2731;5;28070
Магнит;59.994693, 30.316033;2024-05-10T16:24;мюсли;Агрокомплекс;2200 4081 3385 4993;7;924
Туристическое агентство Глобус;59.895438, 29.091752;2024-05-08T09:39;сметана;Dannon;5228 6011 6383 9161;3;381
Магнит;59.988972, 30.311478;2024-03-18T15:25;конфеты;Ferrero;5112 2340 7529 1915;7;1862
